Country,Authority,Measure,Year,Patents
Malta,United States Patent and Trademark Office,Patent grants,2014,15.4167
Malta,European Patent Office,Patent applications,2015,14.6667
Malta,European Patent Office,Patent grants,2015,5.3333001
Malta,World Intellectual Property Organization,Patent applications,2015,11.5
Malta,United States Patent and Trademark Office,Patent grants,2015,13.7083
Malta,European Patent Office,Patent applications,2016,17.4667
Malta,European Patent Office,Patent grants,2016,9.9666996
Malta,World Intellectual Property Organization,Patent applications,2016,21.466667
Malta,United States Patent and Trademark Office,Patent grants,2016,12.4167
Malta,European Patent Office,Patent applications,2017,15.4121
Malta,European Patent Office,Patent grants,2017,4.1999998
Malta,World Intellectual Property Organization,Patent applications,2017,16.676191
Malta,United States Patent and Trademark Office,Patent grants,2017,14.4167
Malta,European Patent Office,Patent applications,2018,15.1429
Malta,European Patent Office,Patent grants,2018,5.5
Malta,World Intellectual Property Organization,Patent applications,2018,16.976191
Malta,United States Patent and Trademark Office,Patent grants,2018,17.950001
Malta,European Patent Office,Patent applications,2019,18.6429
Malta,European Patent Office,Patent grants,2019,5.5
Malta,World Intellectual Property Organization,Patent applications,2019,21.642857
Malta,United States Patent and Trademark Office,Patent grants,2019,24.592899
Malta,European Patent Office,Patent applications,2020,32.966702
Malta,European Patent Office,Patent grants,2020,1.0
Malta,World Intellectual Property Organization,Patent applications,2020,30.0
Malta,United States Patent and Trademark Office,Patent grants,2020,29.9167
Malta,European Patent Office,Patent applications,2021,24.4
Malta,European Patent Office,Patent grants,2021,3.25
Malta,World Intellectual Property Organization,Patent applications,2021,31.450001
Malta,United States Patent and Trademark Office,Patent grants,2021,13.2333
Malta,European Patent Office,Patent applications,2022,14.8833
Malta,World Intellectual Property Organization,Patent applications,2022,20.1
Malta,World Intellectual Property Organization,Patent applications,2023,24.769461
Malta,World Intellectual Property Organization,Patent applications,2024,25.495081
Moldova,European Patent Office,Patent applications,2009,0.25
Moldova,European Patent Office,Patent grants,2009,0.25
Moldova,World Intellectual Property Organization,Patent applications,2009,1.75
Moldova,United States Patent and Trademark Office,Patent applications,2009,0.25
Moldova,United States Patent and Trademark Office,Patent grants,2009,0.33329999
Moldova,European Patent Office,Patent applications,2010,0.33329999
Moldova,European Patent Office,Patent grants,2010,0.33329999
Moldova,World Intellectual Property Organization,Patent applications,2010,1.6666666
Moldova,United States Patent and Trademark Office,Patent applications,2010,0.2
Moldova,United States Patent and Trademark Office,Patent grants,2010,0.2
Moldova,European Patent Office,Patent applications,2011,2.2
Moldova,European Patent Office,Patent grants,2011,1.0
Moldova,World Intellectual Property Organization,Patent applications,2011,4.8333335
Moldova,United States Patent and Trademark Office,Patent applications,2011,3.0
Moldova,United States Patent and Trademark Office,Patent grants,2011,1.0
Moldova,European Patent Office,Patent applications,2012,1.4167
Moldova,European Patent Office,Patent grants,2012,0.16670001
Moldova,World Intellectual Property Organization,Patent applications,2012,3.4166667
Moldova,United States Patent and Trademark Office,Patent applications,2012,1.9
Moldova,United States Patent and Trademark Office,Patent grants,2012,0.92860001
Moldova,European Patent Office,Patent applications,2013,0.0
Moldova,European Patent Office,Patent grants,2013,0.0
Moldova,World Intellectual Property Organization,Patent applications,2013,1.3333334
Moldova,United States Patent and Trademark Office,Patent applications,2013,5.4166999
Moldova,United States Patent and Trademark Office,Patent grants,2013,4.9166999
Moldova,European Patent Office,Patent applications,2014,1.1429
Moldova,European Patent Office,Patent grants,2014,0.1429
Moldova,World Intellectual Property Organization,Patent applications,2014,5.1428571
Moldova,United States Patent and Trademark Office,Patent applications,2014,0.97619998
Moldova,United States Patent and Trademark Office,Patent grants,2014,0.64289999
Moldova,European Patent Office,Patent applications,2015,3.3333001
Moldova,European Patent Office,Patent grants,2015,2.3333001
Moldova,World Intellectual Property Organization,Patent applications,2015,11.333333
Moldova,United States Patent and Trademark Office,Patent applications,2015,4.0118999
Moldova,United States Patent and Trademark Office,Patent grants,2015,3.7262001
Moldova,European Patent Office,Patent applications,2016,2.5
Moldova,European Patent Office,Patent grants,2016,1.0
Moldova,World Intellectual Property Organization,Patent applications,2016,12.642858
Moldova,United States Patent and Trademark Office,Patent applications,2016,4.1429
Moldova,United States Patent and Trademark Office,Patent grants,2016,2.75
Moldova,European Patent Office,Patent applications,2017,3.25
Moldova,European Patent Office,Patent grants,2017,2.0
Moldova,World Intellectual Property Organization,Patent applications,2017,3.8333333
Moldova,United States Patent and Trademark Office,Patent applications,2017,2.9333
Moldova,United States Patent and Trademark Office,Patent grants,2017,2.0
Moldova,European Patent Office,Patent applications,2018,2.2
Moldova,European Patent Office,Patent grants,2018,1.1
Moldova,World Intellectual Property Organization,Patent applications,2018,8.166667
Moldova,United States Patent and Trademark Office,Patent applications,2018,0.41670001
Moldova,United States Patent and Trademark Office,Patent grants,2018,0.25
Moldova,European Patent Office,Patent applications,2019,0.0
Moldova,European Patent Office,Patent grants,2019,0.0
Moldova,World Intellectual Property Organization,Patent applications,2019,6.0
Moldova,United States Patent and Trademark Office,Patent applications,2019,1.1429
Moldova,United States Patent and Trademark Office,Patent grants,2019,1.0
Moldova,European Patent Office,Patent applications,2020,1.6
Moldova,European Patent Office,Patent grants,2020,1.5
Moldova,World Intellectual Property Organization,Patent applications,2020,3.8333333
Moldova,United States Patent and Trademark Office,Patent applications,2020,4.3916998
Moldova,United States Patent and Trademark Office,Patent grants,2020,0.31670001
Moldova,European Patent Office,Patent applications,2021,2.0
Moldova,European Patent Office,Patent grants,2021,0.0
Moldova,World Intellectual Property Organization,Patent applications,2021,3.0444446
Moldova,United States Patent and Trademark Office,Patent applications,2021,1.6
Moldova,United States Patent and Trademark Office,Patent grants,2021,1.2
Moldova,European Patent Office,Patent applications,2022,1.625
Moldova,World Intellectual Property Organization,Patent applications,2022,5.5
Moldova,United States Patent and Trademark Office,Patent applications,2022,0.91670001
Moldova,World Intellectual Property Organization,Patent applications,2023,4.2942896
Moldova,World Intellectual Property Organization,Patent applications,2024,4.3029113
Monaco,European Patent Office,Patent applications,2009,25.700001
Monaco,European Patent Office,Patent grants,2009,12.2
Monaco,World Intellectual Property Organization,Patent applications,2009,15.116667
Monaco,United States Patent and Trademark Office,Patent applications,2009,14.95
Monaco,United States Patent and Trademark Office,Patent grants,2009,8.9167004
Monaco,European Patent Office,Patent applications,2010,15.6667
Monaco,European Patent Office,Patent grants,2010,12.5
Monaco,World Intellectual Property Organization,Patent applications,2010,17.799999
Monaco,United States Patent and Trademark Office,Patent applications,2010,10.1667
Monaco,United States Patent and Trademark Office,Patent grants,2010,6.0
Monaco,European Patent Office,Patent applications,2011,21.4
Monaco,European Patent Office,Patent grants,2011,13.5167
Monaco,World Intellectual Property Organization,Patent applications,2011,16.766666
Monaco,United States Patent and Trademark Office,Patent applications,2011,20.85
Monaco,United States Patent and Trademark Office,Patent grants,2011,13.85
Monaco,European Patent Office,Patent applications,2012,16.9167
Monaco,European Patent Office,Patent grants,2012,12.1167
Monaco,World Intellectual Property Organization,Patent applications,2012,10.633333
Monaco,United States Patent and Trademark Office,Patent applications,2012,15.2833
Monaco,United States Patent and Trademark Office,Patent grants,2012,10.2833
Monaco,European Patent Office,Patent applications,2013,14.2
Monaco,European Patent Office,Patent grants,2013,8.7666998
Monaco,World Intellectual Property Organization,Patent applications,2013,13.583333
Monaco,United States Patent and Trademark Office,Patent applications,2013,23.7833
Monaco,United States Patent and Trademark Office,Patent grants,2013,9.4499998
Monaco,European Patent Office,Patent applications,2014,21.3333
Monaco,European Patent Office,Patent grants,2014,15.3333
Monaco,World Intellectual Property Organization,Patent applications,2014,19.333334
Monaco,United States Patent and Trademark Office,Patent applications,2014,28.6667
Monaco,United States Patent and Trademark Office,Patent grants,2014,14.5
Monaco,European Patent Office,Patent applications,2015,13.9667
Monaco,European Patent Office,Patent grants,2015,6.4667001
Monaco,World Intellectual Property Organization,Patent applications,2015,13.666667
Monaco,United States Patent and Trademark Office,Patent applications,2015,14.2
Monaco,United States Patent and Trademark Office,Patent grants,2015,9.3667002
Monaco,European Patent Office,Patent applications,2016,17.0333
Monaco,European Patent Office,Patent grants,2016,11.7
Monaco,World Intellectual Property Organization,Patent applications,2016,15.033334
Monaco,United States Patent and Trademark Office,Patent applications,2016,18.200001
Monaco,United States Patent and Trademark Office,Patent grants,2016,14.0
Monaco,European Patent Office,Patent applications,2017,18.009501
Monaco,European Patent Office,Patent grants,2017,9.1429005
Monaco,World Intellectual Property Organization,Patent applications,2017,17.759523
Monaco,United States Patent and Trademark Office,Patent applications,2017,12.6524
Monaco,United States Patent and Trademark Office,Patent grants,2017,7.9524002
Monaco,European Patent Office,Patent applications,2018,14.9881
Monaco,European Patent Office,Patent grants,2018,8.2856998
Monaco,World Intellectual Property Organization,Patent applications,2018,20.345238
Monaco,United States Patent and Trademark Office,Patent applications,2018,17.0774
Monaco,United States Patent and Trademark Office,Patent grants,2018,9.5179005
