Measure,Unit,Year,Value
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2014,12.6242
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2015,14.5491
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2016,10.6372
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2017,10.7456
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2018,10.8566
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2019,11.8665
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2020,18.3733
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2021,15.2542
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2022,16.7171
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2023,17.9679
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2024,19.138
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2013,5.0024
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2014,5.2023
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2015,6.3663
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2016,4.2954
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2017,3.6964
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2018,4.3402
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2019,4.501
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2020,10.5747
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2021,5.9353
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2022,5.1478
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2023,5.1715
"Collective schemes for processing and marketing, relative to GSSE",Percentage of general services support estimate,2024,4.9259
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2013,7.8937
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2014,7.4219
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2015,8.1827
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2016,6.3418
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2017,7.0492
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2018,6.5164
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2019,7.3655
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2020,7.7985
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2021,9.319
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2022,11.5693
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2023,12.7964
"Promotion of agricultural products, relative to GSSE",Percentage of general services support estimate,2024,14.2121
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2013,1.3732
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2014,0.9352
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2015,1.261
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2016,1.1012
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2017,1.5457
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2018,1.2483
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2019,1.4891
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2020,1.1017
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2021,1.0584
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2022,1.1567
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2023,1.0285
"Cost of public stockholding, relative to GSSE",Percentage of general services support estimate,2024,1.351
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2013,2.96
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2014,3.4205
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2015,3.715
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2016,4.5928
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2017,3.7927
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2018,3.7984
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2019,4.198
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2020,4.0594
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2021,4.4206
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2022,4.5267
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2023,4.5923
"Miscellaneous, relative to GSSE",Percentage of general services support estimate,2024,4.476
Agricultural employment,Percentage of employment,2013,O ..
Agricultural employment,Percentage of employment,2014,O ..
